bis_id,stn_nm,lon,lat
4359551,충북선거관리위원회,127.42604,36.6322
4366361,비하삼일아파트,127.4251,36.63352
4359561,흥덕고등학교,127.42466,36.63624
4359571,두진아파트,127.42736,36.63662
4359581,세원느티마을아파트,127.43004,36.63639
4359591,아름다운나날아파트,127.43348,36.63537
4359601,서청주우체국,127.43575,36.6375
4359891,청주세무서,127.43928,36.63778
4359611,서청주새마을금고,127.44077,36.63382
4363461,서원초등학교,127.4429,36.63325
4377941,산업단지입구,127.44873,36.63425
4377671,충북대학교입구,127.45394,36.63453
4377721,청주고등학교,127.4567,36.63473
4359631,충북대중문,127.46047,36.63377
4359641,충북대학교후문,127.46172,36.6302
4359991,충북대학교병원,127.46305,36.62391
4359671,충대병원장례식장,127.46051,36.62162
4359691,KBS,127.45804,36.61931
4359701,성화주공2단지,127.45888,36.61563
4359711,성화주공아파트,127.45766,36.61489
4375671,성화주공1단지아파트,127.45429,36.61472
4374181,성화개신죽림동행정복지센터,127.45289,36.61667
4359721,개신뜨란채2단지,127.45072,36.62128
4359731,개신주공1단지,127.44983,36.62393
4359741,가경중학교.청주외국어고등학교,127.446,36.62467
4374711,가경덕일한마음아파트,127.44192,36.62308
4359761,서경중학교.서경초등학교,127.44253,36.61902
4359771,서청주새마을금고,127.44357,36.61718
4359781,가경주공3단지,127.44443,36.61435
4359791,원농촌,127.44658,36.61088
4359801,도랫말,127.44887,36.60772
4359811,세광고등학교,127.455,36.60352
4359821,가마리,127.45938,36.60153
4374561,두지동입구,127.46662,36.59908
4359831,두지동,127.46818,36.60125
4359841,샛별초등학교,127.4714,36.60767
4359851,법원.검찰청,127.46898,36.61457
4359861,법원.검찰청,127.46731,36.61539
4375581,산남중학교,127.46428,36.61202
4359871,푸르지오아파트,127.4649,36.6091
4375761,산남고등학교,127.46958,36.60908
4359911,가경태암수정아파트,127.44117,36.62273
4374411,청주시영아파트,127.44622,36.62457
4359931,개신주공1단지,127.4497,36.62402
4359941,개신뜨란채2단지,127.45068,36.62102
4301451,성화휴먼시아4단지,127.45198,36.61822
4374131,성화개신죽림동행정복지센터,127.45287,36.61636
4359951,성화주공1단지아파트,127.45436,36.61461
4359961,구룡산휴먼시아3단지,127.45898,36.61623
4359971,방죽말,127.45875,36.62025
4359981,충대병원장례식장,127.46112,36.62181
4359661,충북대학교병원,127.46347,36.62403
4360001,삼익아파트,127.46248,36.62853
4360011,충북대학교후문,127.46152,36.63118
4391121,사창사거리,127.45953,36.63505
4363381,청주고등학교,127.45585,36.63478
4363361,충북대학교입구,127.45235,36.63458
4363491,산업단지입구,127.44898,36.63437
4363471,서원초등학교,127.44315,36.63352
4360021,서청주새마을금고,127.44092,36.63338
4360031,청주세무서,127.43918,36.63788
4360101,서청주우체국,127.43562,36.63747
4360041,진흥초등학교,127.43438,36.63524
4360051,현대아파트,127.43282,36.63581
4360061,세원느티마을아파트,127.42923,36.63667
4360071,두진아파트,127.42687,36.63675
4375351,비하삼일아파트,127.42449,36.63387
4360081,충북선거관리위원회,127.42571,36.63214
4374891,시외버스터미널,127.43137,36.6256
4360091,세원가경골아파트,127.43752,36.62695
4374401,충북대학교사범대학부설중고등학교,127.44007,36.6232
4375771,현진에버빌아파트,127.47223,36.61163
4362501,금성자동차학원,127.47182,36.6146
4375601,CJB컨벤션센터,127.46923,36.61915
4362531,청주우편집중국,127.46943,36.62067
4375891,세원홍실아파트,127.47103,36.6201
4362551,수곡2동행정복지센터,127.47337,36.61687
4362561,한솔초등학교,127.47592,36.61772
4362571,산남주공아파트,127.47922,36.6184
4377841,청주농협,127.48775,36.62094
4362581,꽃다리,127.48782,36.62537
4391151,서원대학교,127.48608,36.62637
4362601,모충교,127.483,36.62825
4362621,모충초등학교.모충동새마을금고,127.47858,36.62898
4362631,모충동행정복지센터,127.4763,36.62868
4375481,모충주공아파트,127.47353,36.6277
4391161,모충주공2단지,127.47098,36.62685
4362641,한국방송통신대학교,127.46842,36.62548
4362651,삼익1차아파트,127.46618,36.625
4391201,충북대학교병원,127.46352,36.6255
4362661,충북대학교중문,127.46063,36.63383
4379771,사창사거리,127.45995,36.63572
4362681,봉명1동행정복지센터,127.46065,36.6404
4362691,연일빌딩,127.4617,36.64185
4362711,봉명사거리,127.46322,36.64418
4362721,농수산물도매시장후문,127.46533,36.6472
4362741,운천주공아파트,127.46792,36.64982
4362751,운천형석아파트,127.47048,36.65228
4362771,운천세원아파트,127.4729,36.65185
4362781,새청주새마을금고,127.47475,36.64967
4362861,운천신봉동행정복지센터,127.47665,36.64747
4362801,사직평화아파트,127.47927,36.64335
4362811,사직1동행정복지센터,127.4791,36.64095
4362821,사직미호아파트,127.47895,36.63802
4370491,청주대교,127.48695,36.63671
4377731,지하상가,127.48855,36.63688
4376711,도청,127.49045,36.63497
4377361,용두사지철당간,127.49072,36.63287
4358401,육거리.산림조합,127.49112,36.6296
4377781,육거리시장,127.49077,36.62753
4378041,꽃다리.아동복지관,127.48837,36.62405
4377411,청주농협,127.48752,36.621
4362831,청렴연수원.기적의도서관,127.48325,36.61842
4362841,수곡1동행정복지센터,127.4795,36.61853
4362851,한솔초등학교,127.47588,36.61783
4374671,수곡2동행정복지센터.두꺼비시장,127.4735,36.61707
4375901,수곡중학교,127.47443,36.61465
4375811,현진에버빌아파트.청주교육지원청,127.47205,36.6117
4378031,꽃다리.아동복지관,127.48857,36.62403
4377771,육거리,127.49102,36.62767
4378861,육거리,127.49125,36.62958
4377911,서운동,127.49102,36.63152
4379021,도청,127.49072,36.63407
4376371,지하상가,127.48815,36.63695
4363011,청주대교,127.48583,36.63673
4363511,사직분수대,127.48181,36.63635
4363021,사직미호아파트,127.47908,36.63792
4363031,사직1동행정복지센터,127.47925,36.64117
4363041,사직평화아파트.충청일보,127.47915,36.6444
4363061,운천신봉동행정복지센터,127.47685,36.6474
4363071,운천동우체국,127.47585,36.64858
4363291,운천진양아파트,127.47472,36.6499
4363081,운천삼일아파트,127.47295,36.65198
4363101,중부매일.백제유물전시관,127.47045,36.65247
4363111,운천주공아파트,127.46835,36.65018
4363131,농수산물도매시장후문,127.46535,36.64743
4363141,봉명사거리,127.46323,36.64448
4363161,연일빌딩,127.46143,36.6417
4363171,봉명1동행정복지센터,127.45973,36.6391
4363181,사창사거리,127.45975,36.63567
4363201,삼익아파트,127.46572,36.62488
4375611,한국방송통신대학교,127.46848,36.62542
4391171,모충금호아파트,127.47123,36.62682
4363211,모충주공아파트,127.47353,36.6276
4363221,모충동행정복지센터,127.47637,36.62858
4363231,모충초등학교,127.47902,36.62892
4363251,모충교,127.48287,36.62822
4363271,서원대학교,127.4861,36.62625
4363281,꽃다리,127.48692,36.62573
4300711,봉명종점,127.45708,36.65779
4301751,송절교차로,127.45327,36.66131
4300041,테크노폴리스지웰아파트,127.45162,36.6637
4300751,송화로,127.45062,36.66644
4300721,우방아이유쉘아파트,127.45378,36.66833
4303131,테크노폴리스푸르지오아파트,127.45653,36.66995
4300071,푸르지오.우미린아파트,127.45999,36.67014
4378211,송천교,127.46417,36.66568
4378081,차량등록사업소.장애인종합복지관,127.46605,36.66377
4366541,신봉동,127.46516,36.6603
4365741,송절중학교,127.45832,36.6587
4365441,송절동,127.45397,36.65808
4365451,청주흥덕경찰서,127.45403,36.65682
4365461,봉명고등학교후문,127.45683,36.65572
4365471,국립농산물품질관리원,127.4574,36.65377
4365481,두진하트리움아파트,127.45738,36.65217
4365751,흥덕새마을금고,127.45738,36.64967
4365501,농수산물도매시장,127.46302,36.64923
4365521,제2운천교,127.47268,36.65578
4365531,사천보성아파트,127.47607,36.65793
4368681,시영아파트사거리,127.47823,36.65852
4368731,덕벌초등학교,127.48053,36.65593
4365551,충북문화예술인회관,127.48263,36.65352
4365561,청원경찰서,127.48435,36.65157
4365581,북부시장,127.48632,36.6493
4365591,우암교회,127.48843,36.6471
4367771,방아다리,127.48952,36.64423
4361961,시청신청사예정지,127.48975,36.6418
4372501,상당공원,127.49008,36.63832
4376571,사직사거리.시립미술관,127.47795,36.6359
4376111,청주체육관,127.47477,36.63555
4368741,시계탑,127.46764,36.63551
4363401,중앙여고.사창시장,127.46428,36.63528
4357571,사창사거리,127.45941,36.63504
4365621,청주시평생학습관,127.45332,36.6355
4365631,한국폴리텍대학,127.45362,36.63872
4365641,봉정사거리,127.45382,36.64168
4365661,코스모사원아파트,127.45397,36.64488
4365671,LG.SK하이닉스기숙사,127.45403,36.64873
4374281,주현마을,127.45633,36.64927
4365681,봉명아이파크아파트,127.45753,36.64963
4365691,두진하트리움아파트,127.45753,36.65207
4365701,국립농산물품질관리원,127.45753,36.65382
4365711,봉명고등학교후문,127.45683,36.65582
4365721,청주흥덕경찰서,127.45417,36.65682
4365731,오리온,127.45428,36.65813
4365851,송절중학교,127.4584,36.65855
4377851,신봉동,127.46517,36.66055
4366791,차량등록사업소.장애인종합복지관,127.46623,36.66382
4367931,송천교,127.46443,36.66571
4300081,푸르지오.우미린아파트,127.4602,36.67023
4303121,테크노폴리스지웰푸르지오아파트,127.45638,36.6701
4300731,우방아이유쉘아파트,127.45366,36.66848
4300741,송화로,127.45048,36.66658
4300111,테크노폴리스지웰,127.45155,36.66325
4301761,송절교차로,127.4531,36.66123
4301441,봉명종점,127.45733,36.65812
4365761,주현마을,127.45545,36.64937
4365771,하이닉스기숙사,127.4539,36.64873
4365781,코스모사원아파트,127.45382,36.64543
4365801,봉정사거리,127.45372,36.6422
4365811,청주시평생학습관,127.45337,36.63755
4391231,사창사거리,127.46115,36.63497
4377741,중앙여고.사창시장,127.46358,36.63513
4377871,시계탑,127.46813,36.6354
4363371,청주체육관,127.47487,36.63538
4376581,사직사거리.시립미술관,127.47797,36.6357
4378991,상당공원,127.4902,36.63845
4378981,시청,127.4899,36.64165
4379001,방아다리,127.48962,36.64453
4377811,우암교회,127.4888,36.64695
4377981,북부시장,127.48687,36.64887
4377701,청원경찰서,127.48452,36.65153
4377681,충북문화예술인회관,127.4827,36.65362
4378011,덕벌초등학교,127.48012,36.65655
4377861,시영아파트사거리,127.47885,36.658
4377991,사천보성아파트,127.47645,36.65827
4390851,제2운천교,127.47263,36.65599
4365841,농수산물도매시장,127.46318,36.64933
4374261,백봉아파트,127.46112,36.64935
4378311,동부종점,127.51755,36.62645
4357171,금천배수지,127.51557,36.62649
4357181,국제테니스장,127.51339,36.62878
4369381,금천중학교,127.51068,36.63181
4357191,주성고등학교,127.50973,36.63475
4357401,가좌마을5단지,127.50564,36.6346
4357411,용담동소망연립,127.50392,36.63235
4374881,농협동청주지점,127.50413,36.63015
4357201,부영7단지,127.50738,36.62855
4357211,금천고등학교.혜원학교,127.50927,36.6266
4374461,팔각정공원,127.5123,36.62342
4374321,부영10차,127.51225,36.62095
4374331,한진아파트,127.50963,36.61983
4374911,청운중학교,127.50652,36.61808
4374351,청석고등학교,127.5064,36.61657
4357241,용암초등학교,127.50934,36.6138
4357251,용암소라아파트,127.51092,36.61275
4357261,용암삼일아파트.교동초등학교,127.51208,36.6106
4357271,용암덕성아파트,127.51025,36.60898
4378941,용암효성아파트,127.50847,36.60772
4378801,현대3차아파트,127.50447,36.61033
4378901,건영APT.원봉초,127.50155,36.61167
4300201,용암서희스타힐스아파트,127.49902,36.61198
4377951,분평휴먼시아2단지아파트,127.49258,36.61127
4377961,분평1단지뜨란채아파트,127.4875,36.61108
4359071,남성중학교,127.48462,36.611
4359081,충북고등학교,127.48247,36.60815
4359101,충청북도교육청,127.48007,36.60527
4365901,청주교도소,127.47749,36.60198
4374361,이마트,127.47427,36.59975
4374371,가마힐데스하임아파트,127.47124,36.59943
4374381,두지동,127.46875,36.60019
4374391,성화동,127.45,36.60638
4375341,월천,127.44365,36.60908
4363691,가경주공4단지,127.4422,36.61062
4363671,가경주공6단지아파트,127.43803,36.61572
4390871,서현초등학교,127.43058,36.61862
4302681,서현공원,127.42778,36.61773
4367861,대원칸타빌,127.42612,36.61908
4374841,호반베르디움아파트,127.42822,36.62142
4374421,개신현대아파트,127.44988,36.62498
4374431,복대초등학교,127.45008,36.62943
4374441,충북대학교정문,127.4525,36.63215
4377691,청주체육관,127.47389,36.63534
4378851,일신여자고등학교,127.4956,36.62623
4357321,금천동행정복지센터,127.50023,36.62473
4357331,금천동,127.50338,36.62487
4374451,청주동중학교,127.50478,36.62693
4374751,농협동청주지점,127.5046,36.63015
4357341,용담동우체국,127.5042,36.63228
4357351,가좌마을5단지,127.50604,36.63475
4357361,가좌마을2단지아파트,127.50911,36.63546
4357371,동주초등학교,127.51062,36.63122
4357381,국제테니스장,127.51209,36.62902
4367601,한라비발디,127.51417,36.62797
4357391,금천배수지,127.51577,36.62588
4357421,금천초등학교,127.50469,36.62714
4357431,금천새마을금고,127.5037,36.62505
4357441,금천동행정복지센터,127.50074,36.62491
4375881,제1금탑교,127.49848,36.62527
4357461,일신여자고등학교,127.49548,36.62682
4374501,충북대학교정문,127.45233,36.63213
4374511,복대초등학교,127.44988,36.62922
4374521,개신현대아파트,127.44977,36.6255
4374801,하나병원,127.4315,36.62412
4374811,한라비발디아파트,127.42745,36.62103
4374821,대원칸타빌,127.42595,36.61917
4302691,서현공원,127.42755,36.61752
4367561,서현초등학교.가경아이파크아파트,127.43115,36.61862
4357551,MBC,127.43472,36.61958
4358181,홍골,127.43632,36.61762
4363681,가경주공6단지아파트,127.43797,36.6156
4358191,죽림동사거리,127.4401,36.61305
4374531,가경주공4단지,127.44212,36.61053
4374541,월천,127.4434,36.60912
4374551,오류골,127.44925,36.60623
4374571,미평중고자동차매매단지,127.46865,36.60003
4374581,가마힐데스하임아파트,127.47112,36.59929
4366341,이마트,127.47545,36.60035
4366351,청주교도소,127.47746,36.6017
4359251,충청북도교육청,127.48055,36.60563
4359271,남성초등학교,127.48278,36.60837
4374591,남성중학교,127.4842,36.61023
4377651,분평현대대우아파트,127.48797,36.61093
4377441,분평우체국,127.49328,36.61123
4300211,용암서희스타힐스아파트,127.49902,36.6118
4378911,건영APT.원봉초,127.50148,36.61157
4378811,현대3차아파트,127.50425,36.61035
4379051,용암효성아파트,127.5081,36.60785
4357491,상당초등학교,127.51013,36.6087
4357501,용암세원아파트.교동초등학교,127.51158,36.61012
4375911,용암태산아파트,127.51112,36.61278
4374601,용암주공아파트,127.50853,36.61455
4374611,청석고등학교,127.5062,36.61708
4374621,청운중학교,127.50625,36.61772
4374631,한진아파트,127.5101,36.61988
4374641,부영10차,127.51228,36.62085
4357521,팔각정공원,127.51202,36.62387
4374481,장자마을9단지.10단지아파트,127.50875,36.62742
4357531,석판,127.44053,36.6015
4301461,석판교차로,127.4407,36.60428
4363581,대산마을,127.44108,36.60705
4363711,MBC.경덕중학교,127.43538,36.61903
4363651,가로수마을휴먼시아,127.43348,36.62148
4363701,가경세원3차아파트,127.43813,36.62798
4363521,복대가경시장,127.44097,36.63022
4375151,우암초등학교,127.48933,36.64737
4361821,청주대학교,127.48903,36.65048
4361991,문화제조창.시청임시청사,127.48853,36.65545
4377391,엘지산전아파트.밤고개자연시장,127.49146,36.66162
4357611,신흥고등학교,127.49429,36.66812
4357631,주성동,127.49618,36.67155
4357651,반송말,127.49771,36.67763
4357661,수름재,127.49994,36.68046
4357671,구성리,127.50426,36.68295
4357681,구성3리.메리다웨딩컨벤션,127.51098,36.6879
4357691,수성초등학교분교,127.51293,36.68932
4358451,묵방리,127.52297,36.6965
4357701,은곡1구,127.52574,36.70107
4357711,은곡2구,127.52688,36.70712
4358901,도원리,127.53646,36.71365
4300161,진흥2차아파트,127.53721,36.71876
4357731,내수진흥아파트,127.53593,36.72081
4357741,내수읍주공아파트,127.53363,36.72357
4357761,마산리,127.53567,36.72608
4388681,내수초등학교,127.53722,36.72728
4300121,내수리,127.54002,36.73006
4357771,신기리,127.54192,36.7339
4358551,북이면행정복지센터,127.54207,36.7371
4357781,현암리,127.54493,36.74288
4357791,장재,127.54718,36.74703
4357891,금암,127.54908,36.75152
4358921,내추리,127.5496,36.75508
4357801,북이초등학교,127.55653,36.76082
4357811,옥수리,127.56274,36.76687
4357831,옥수삼거리,127.56547,36.77237
4357840,초중리.한라비발디아파트,127.568,36.77402
4323590,초중리.한삼인,127.5704,36.77522
4324640,초중리(증안),127.57532,36.77775
4325320,증평여자중학교,127.57682,36.77913
4330800,수도사업소,127.57908,36.78197
4325250,증평우체국.증평군청,127.5817,36.78428
4334770,농협중앙회,127.58403,36.7862
4325660,주공아파트,127.59055,36.78935
4323410,형석중.고등학교,127.5943,36.79067
4390930,형석중.고등학교,127.59407,36.79075
4325270,대성베르힐,127.59097,36.78968
4331050,증평삼일아파트,127.58436,36.78673
4325240,증평우체국.증평군청,127.58184,36.78467
4330790,수도사업소,127.57865,36.78177
4325310,증평여자중학교,127.5768,36.77943
4324220,초중리.택지개발,127.57368,36.77715
4323580,초중리.한삼인,127.57025,36.7754
4358660,초중리.한라비발디아파트,127.56797,36.77412
4357851,옥수삼거리,127.56572,36.77285
4357861,옥수리,127.56263,36.76727
4357871,북이초등학교,127.55618,36.76073
4357881,내추,127.54958,36.75635
4390941,현암.금암리,127.54898,36.75208
4357901,보람동산,127.54848,36.7498
4357921,현암리,127.54452,36.74237
4357931,북이면행정복지센터,127.54188,36.73665
4357911,장재,127.5471,36.74712
4357941,신기리,127.54167,36.73338
4300131,내수리,127.53993,36.73033
4357951,내수초등학교,127.53673,36.72705
4358301,내수읍행정복지센터입구,127.53513,36.7258
4357291,내수읍주공아파트,127.53348,36.72354
4357961,내수진흥아파트,127.53558,36.72098
4300171,진흥2차아파트,127.537,36.71888
4357971,도원리,127.53657,36.71393
4357981,내수덕일한마음아파트,127.5267,36.70707
4357991,은곡1구,127.5256,36.70118
4358001,묵방리,127.523,36.69677
4358011,수성초등학교분교,127.51412,36.69046
4358021,구성3리.메리다웨딩컨벤션,127.51023,36.6875
4358031,강당말,127.50365,36.68275
4358041,수름재,127.49953,36.6802
4358051,반송말,127.49704,36.67704
4358071,주중동,127.49614,36.6731
4377351,마로니에공원,127.49595,36.6716
4358091,신흥고등학교,127.49358,36.66732
4358101,동양일보,127.49327,36.66552
4377401,엘지산전아파트.밤고개자연시장,127.49172,36.6622
4377451,문화제조창.시청임시청사,127.48842,36.6551
4361111,청주대학교,127.48885,36.6509
4378931,우암초등학교,127.48913,36.64805
4374191,복대가경시장,127.44082,36.62997
4363661,가로수마을휴먼시아,127.43353,36.62122
4363331,하나노인병원,127.44197,36.60928
4358211,대산마을,127.44092,36.607
4367031,석판,127.4404,36.60152
4374471,용성초등학교.후문,127.51563,36.62357
4376841,청주농협용암지점,127.51422,36.62148
4357221,부영2단지아파트,127.51361,36.61948
4357231,부영6단지아파트,127.50963,36.61641
4363641,강변뜨란채아파트,127.50065,36.61325
4361921,영운동행정복지센터,127.49852,36.61757
4378841,청남초등학교,127.49665,36.62023
4362041,금석교.효성병원건강검진센터,127.49463,36.62337
4363451,석교동,127.49245,36.6267
4377471,내덕2동행정복지센터,127.49043,36.6596
4357621,럭키아파트,127.49558,36.6701
4358231,수름재,127.49909,36.68058
4358241,구성리,127.49902,36.68566
4358251,덕동,127.50168,36.69054
4301471,구성3리.동물위생시험소,127.50335,36.69162
4358261,신화동,127.50685,36.69635
4358271,원통2리.청주체력단련장,127.50792,36.70095
4358281,원통3리.살구정이,127.5118,36.7063
4358291,원통1리.중림영당,127.51922,36.71355
4358761,은곡6리,127.52452,36.71548
4389341,은곡3리,127.52693,36.71745
4378381,무지개아파트,127.5287,36.71893
4358781,내수삼일아파트,127.53,36.71998
4390951,내수읍주공아파트,127.53312,36.72397
4357751,내수읍행정복지센터입구,127.53465,36.72523
4324230,초중리(증안),127.57385,36.777
4329240,증평커텐.증평장뜰시장,127.58458,36.78413
4325230,증평중학교,127.58925,36.7831
4325340,증평공업고등학교,127.59152,36.7824
4325350,증천2리,127.59372,36.78135
4325370,증천리,127.59515,36.77968
4323430,협업농장,127.59917,36.77533
4324510,충용늘푸른아파트,127.6004,36.77195
4334960,남하1구,127.60268,36.76828
4325870,용강1리.증평군농업기술센터,127.60775,36.77407
4327850,용강2.3리,127.61237,36.7716
4326000,유니더스.용강리,127.61847,36.771
4335720,한국교통대증평캠퍼스,127.62275,36.7675
4326010,유니더스.용강리,127.61825,36.77127
4326020,용강2.3리,127.61305,36.77166
4325990,용강1리.증평군농업기술센터,127.6076,36.7738
4334990,남하2리.둔덕,127.60298,36.76805
4324520,충용늘푸른아파트,127.60067,36.77172
4323440,협업농장,127.59947,36.77517
4325380,증천리,127.5957,36.77927
4325360,증천2리,127.59388,36.78137
4325330,증평공업고등학교,127.59118,36.78262
4389360,증평초등학교,127.58678,36.78395
4389370,증평장뜰시장,127.58445,36.78428
4388041,내수읍주공아파트,127.53297,36.72403
4373591,내수삼일아파트,127.53015,36.7202
4378091,무지개아파트,127.52885,36.71928
4358311,수성초등학교,127.52752,36.7182
4358321,은곡6리,127.52448,36.71558
4358331,원통1리.중림영당,127.51908,36.71358
4301111,원통(방죽골),127.51582,36.70933
4358341,원통3리.살구정이,127.51158,36.70617
4358351,원통2리.청주체력단련장,127.5078,36.70093
4358361,신화동,127.5068,36.69645
4301121,구성3리.동물위생시험소,127.50355,36.69292
4358371,덕동,127.50143,36.69048
4358381,구성리,127.49888,36.68572
4358391,수름재,127.4989,36.6797
4358081,럭키아파트,127.49524,36.66999
4377461,내덕2동행정복지센터,127.4903,36.65967
4361121,석교동,127.49183,36.62747
4361131,금석교.효성병원건강검진센터,127.49423,36.62375
4378821,한국병원,127.49653,36.62017
4378951,영운동행정복지센터,127.49802,36.61802
4378961,영운교,127.49993,36.6152
4357511,덕일마이빌,127.51098,36.6174
4379221,부영2단지,127.51368,36.61933
4358431,청주농협용암지점,127.51447,36.62138
4358441,용성초등학교.후문,127.51555,36.62338
4358461,묵방,127.52368,36.69403
4358471,묵방,127.52273,36.6894
4358481,묵방,127.52082,36.68618
4303401,국동리(클레버앞),127.52058,36.68305
4358491,국동리,127.52435,36.67872
4358501,국동리,127.52607,36.67898
4390541,국동리,127.526,36.6791
4358511,국동리,127.52442,36.67887
4358521,묵방리,127.52098,36.68622
4303411,국동리(클레버앞),127.52077,36.68308
4358531,묵방1리,127.52288,36.68938
4358541,묵방리,127.52378,36.69397
4375961,은곡4리.덕일,127.52492,36.70848
4358871,은곡5리.천일아파트,127.52377,36.70993
4358561,장재2리,127.55222,36.74332
4358741,장재1리,127.56378,36.74895
4358581,토성리,127.56617,36.74998
4358721,광암,127.57106,36.75235
4358601,송정2리,127.56977,36.75792
4358611,송정2리,127.57079,36.75983
4358621,송정,127.56984,36.76135
4358631,금대,127.56986,36.76519
4358641,금대2리,127.56908,36.76717
4335710,한국교통대증평캠퍼스,127.62255,36.76743
4327500,용강2.3리,127.61245,36.77187
4389350,증평공업고등학교,127.59043,36.78287
4358671,금대2리,127.56893,36.76708
4358681,금대,127.56969,36.76521
4358691,송정,127.56964,36.76138
4358701,송정2리,127.57057,36.75992
4358711,송정2리,127.56964,36.75806
4358591,광암,127.57089,36.75232
4358731,토성리,127.56622,36.75012
4358571,장재1리,127.5636,36.749
4358751,장재2리,127.55207,36.74338
4358811,은곡5리.천일아파트,127.52363,36.70987
4389401,은곡4리.덕일,127.52472,36.70842
4358821,충북보건과학대사거리,127.53834,36.71466
4386491,도원1리,127.53904,36.71137
4386521,우창아파트,127.53907,36.70883
4301491,풍정,127.54183,36.7028
4301481,덕암1리,127.54407,36.69977
4358841,충북보건과학대,127.54811,36.69953
4359291,충북보건과학대,127.54799,36.69941
4301501,덕암1리,127.54446,36.69978
4301101,풍정,127.54206,36.70289
4358851,도원4리,127.53923,36.70789
4358831,우창진주아파트,127.53931,36.70948
4384391,도원1리,127.53924,36.71131
4358861,충북보건과학대사거리,127.53852,36.71454
4358881,마산3리,127.54133,36.72123
4385901,주성동,127.49623,36.67155
4358931,보람동산,127.54627,36.76335
4385411,추학리보건소,127.54355,36.76498
4358941,장양2구,127.53238,36.76433
4358951,장양1리,127.52882,36.76028
4388661,장양리,127.53392,36.75058
4388671,내추,127.5494,36.75567
4384211,초정삼거리,127.59913,36.72202
4359381,초정리,127.60227,36.71705
4358991,우산2리종점,127.60182,36.71072
4359001,저곡리,127.59387,36.711
4359351,비상리,127.5813,36.71067
4359021,비상리,127.57915,36.708
4301511,세교리.동산너머,127.57288,36.70645
4359331,형동1리,127.56938,36.70507
4359051,형동2리,127.56287,36.6968
4359061,덕암2리,127.55211,36.69512
4363771,육거리,127.49127,36.62837
4377311,청주교육대학교,127.48652,36.61718
4377301,청주남중,127.4855,36.61385
4359111,미평사거리,127.47847,36.60133
4359121,장성교,127.48069,36.5992
4359131,장성동.시립요양병원,127.48266,36.59804
4359141,신목골,127.48771,36.59266
4359151,용평입구,127.48827,36.58988
4359161,방죽말,127.48547,36.5859
4359171,장암동마을회관,127.48225,36.58545
4376971,소바위종점,127.48027,36.58858
4360111,충청북도교육문화원,127.48235,36.68257
4361081,발산교.장애인스포츠센터,127.48295,36.68013
4368781,율량중학교입구,127.4833,36.67607
4374251,청주성모병원,127.48374,36.6705
4360121,덕성초등학교,127.48598,36.66675
4361951,신화아파트.밤고개자연시장,127.48688,36.66307
